Year,Ticker,Name,Currency,CurrentAssets,AmortizationGoodwill,AccountsPayable,Assets,AverageShortTermRate,BVPS,CapitalizedSoftware,CommonEquity,Cash,CashDelta,CNI,ContingentLiabilities,COGS,CommonSharesIssued,CommonSharesOutstanding,CommonShareholders,CommonCapital,CapitalizedLeases,DebtSeniorConvertible,DebtSubordinatedConvertible,DebtIssuance,DebtTiedtoPrime,Debt,AccumulatedDepreciation,CashDividends,DividendsCommon,DividendsPreferred,Dividends,EBITDA,EBIT,Employees,DilutedEPS,ForeignExchange,FinancingActivities,Goodwill,GoodwillAmortization,Gain/LossPretax,GrossProfit,InvestmentBankingIncome,InvestedCapital,InterestIncome,Intangibles,InterestCapitalized,Inventories,InvestingActivities,CurrentLiabilities,Liabilities,NI,OperatingIncome,PTI,PPEGross,PPENet,PreferredStock,Provisions,RetainedEarnings,Receivables,Revenue,Sales,SaleofCommonStock,Equity,SaleofProperty,IncomeTaxes,NetDeferredTaxAsset,NetDeferredTaxLiability,IncomeTaxesPayable,IncomeTaxesPaid,IncomeTaxRefund,Taxes,PreferredStockatCarryingValue,WorkingCapital,OperatingExpenses,PrepaidExpenses,RetirementExpenses,RDExpenses,SGA Expenses,StaffExpense,Expense,UnderwritingExpense,DividendsperShare,PriceClose,SIC,Industry,State/Province,WebURL
2016,MBNAB,Mercantil Bank Holding Corp,USD,0,0,6577.37,8434.26,0,5.53,0,704.74,134.99,-3.29,22.33,0,69,127.47,127.47,0,12.75,0,0,0,2239,0,594.11,0,0,0,0,0,75.91,85.04,0,0.18,0,243.67,19.19,0,1.7,230.39,0,1298.85,0,19.19,0,0.39,-322.23,0,7729.53,23.58,85.04,33.79,0,0,0,0,332.98,5683.01,299.4,299.4,0,704.74,0,0,0,0,0,9.26,0,10.21,0,0,214.35,0,4,0,145.35,0,0,0,0,0,6021,National Commercial Banks,FL,www.mercantilbank.com
2017,MBNAB,Mercantil Bank Holding Corp,USD,0,0,6322.97,8436.77,0,5.91,0,753.45,153.45,18.46,47.62,0,60.12,127.47,127.47,0,12.75,0,0,0,1771.5,0,724.11,0,0,0,0,0,115.86,124.9,0.94,0.34,0,-62.39,19.19,0,0,274.09,0,1477.56,0,19.19,0,5.93,7.57,0,7683.32,43.06,124.9,77.05,0,0,0,0,381.7,5994.23,334.21,334.21,0,753.45,0,0,0,0,0,18.88,0,33.99,0,0,209.3,0,4,0,149.18,0,0,0,0,0,6021,National Commercial Banks,FL,www.mercantilbank.com
1999,AMRB,American River Bankshares,USD,0,0,181,201.36,0,9.27,0,16.61,20.93,0,0,0,4.69,1.79,1.79,0,6.72,0,0,0,0,0,2.08,0,0,0.42,0,0.42,6.03,6.24,0,1.5,0,0,0,0,0,10.41,0,18.7,0,0,0,0,0,0,184.75,2.9,6.24,4.67,0,0,0,0,9.89,117.31,15.1,15.1,0,16.61,0,0,0,0,0,0,0,1.77,0,0,8.86,0,0,0,4.17,0,0,0,0.21,14.63,6021,National Commercial Banks,CA,www.americanriverbank.com
2000,AMRB,American River Bankshares,USD,0,0,239.31,284.13,0,10.19,0,24.41,26.78,0,0,0,8.31,2.4,2.4,0,12.32,0,0,0,0,0,2.04,0,0,0.54,0,0.54,8.56,8.92,0.1,1.42,0,0,0,0,0,15.1,0,26.45,0,0,0,0,0,0,259.71,3.55,8.92,5.77,0,0,0,0,12.09,200.66,23.41,23.41,0,24.41,0,0,0,0,0,0,0,2.22,0,0,14.49,0,0.08,0,6.18,0,0,0,0.23,13.88,6021,National Commercial Banks,CA,www.americanriverbank.com
2001,AMRB,American River Bankshares,USD,0,0,254.89,286.56,0,11.09,0,27.94,33.9,0,0,0,7.06,2.52,2.52,0,14.17,0,0,0,0,0,1.99,0,0,0.68,0,0.68,9,9.44,0.1,1.5,0,0,0,0,0,16.15,0,29.93,0,0,0,0,0,0,258.62,4.04,9.44,6.65,0,0,0,0,13.78,195.03,23.21,23.21,0,27.94,0,0,0,0,0,0,0,2.61,0,0,13.77,0,0.11,0,6.71,0,0,0,0.25,15.85,6021,National Commercial Banks,CA,www.americanriverbank.com
2002,AMRB,American River Bankshares,USD,0,0,275.8,342.56,0,12.08,0,31.73,31.84,0,0,0,4.16,2.63,2.63,0,16.06,0,0,0,0,0,1.94,0,0,0.91,0,0.91,9.23,9.7,0.1,1.57,0,0,0,0,0,16.75,0,33.67,0,0,0,0,0,0,310.84,4.46,9.7,7.36,0,0,0,0,15.66,229.01,20.91,20.91,0,31.73,0,0,0,0,0,0,0,2.9,0,0,11.21,0,0.11,0,7.06,0,0,0,0.27,23.83,6021,National Commercial Banks,CA,www.americanriverbank.com
2003,AMRB,American River Bankshares,USD,0,0,322.51,397.39,0,8.74,0,35.46,34.45,0,0,0,3.85,4.06,4.06,0,16.69,0,0,0,0,0,1.89,0,0,1.19,0,1.19,9.99,10.47,0.1,1.1,0,0,0,0,0,18.17,0,37.35,0,0,0,0,0,0,361.94,4.74,10.47,7.8,0,0,0,0,18.76,262.46,22.02,22.02,0,35.46,0,0,0,0,0,0,0,3.06,0,0,11.55,0,0.12,0,7.7,0,0,0,0.44,20.3,6021,National Commercial Banks,CA,www.americanriverbank.com
2004,AMRB,American River Bankshares,USD,0,0,475.39,586.67,0,11.65,0,58.99,41.05,5.32,0,0,4.11,5.06,5.06,0,42.56,0,0,0,0,0,9.83,0,2.07,2.04,0,2.04,12,12.57,0.12,1.3,0,31.1,16.15,0,0.55,20.33,0,68.82,0,18.33,0,0,-34.36,0,527.68,5.83,12.57,9.21,0,0,0,0,16.43,352.47,24.44,24.44,0,58.99,0,0,3,0.94,0,1.77,0,3.38,0,0,11.87,0,0.17,0,7.75,0,0,0,0.35,23.49,6021,National Commercial Banks,CA,www.americanriverbank.com
2005,AMRB,American River Bankshares,USD,0,0,500.71,612.76,0,11.2,0,62.75,40.92,0.96,0,0,7.07,5.6,5.6,0,47.47,0,0,0,14.93,0,4.27,0,2.75,3.01,0,3.01,18.35,19.36,0.12,1.6,0,30.83,16.32,0,0,28.47,0,67.02,0,18.15,0,0,-28.28,0,550.02,9.18,19.36,14.98,0,0,0,0,15.27,365.57,35.54,35.54,0,62.75,0,0,4.09,1.68,0,5.99,0,5.79,0,0,16.18,0,0.22,0,9.11,0,0,0,0.49,21.97,6021,National Commercial Banks,CA,www.americanriverbank.com
2006,AMRB,American River Bankshares,USD,0,0,493.88,604,0,11.03,0,62.37,30.3,-10.72,0,0,11.21,5.66,5.66,0,48.25,0,0,0,0.73,0,5,0,3.33,3.33,0,3.33,18.23,19.18,0.13,1.53,0,-17.85,16.32,0,0,29.19,0,67.37,0,17.82,0,0,-3.08,0,541.63,9.06,19.18,14.8,0,0,0,0,14.13,382.99,40.4,40.4,0,62.37,0,0,4.93,1.63,0,6.67,0,5.74,0,0,21.22,0,0.22,0,10.01,0,0,0,0.57,23.99,6021,National Commercial Banks,CA,www.americanriverbank.com
2007,AMRB,American River Bankshares,USD,0,0,455.65,573.69,0,10.73,0,59.97,22.9,-7.41,0,0,11.53,5.59,5.59,0,45.67,0,0,0,0,0,0,0,3.34,3.32,0,3.32,17.23,18.07,0.12,1.46,0,-40.75,16.32,0,0,28.55,0,59.97,0,17.51,0,0,23.62,0,513.71,8.48,18.07,13.72,0,0,0,0,14.31,394.98,40.08,40.08,0,59.97,0,0,4.65,1.58,0,5.4,0,5.24,0,0,22.01,0,0.23,0,10.49,0,0,0,0.72,17.14,6021,National Commercial Banks,CA,www.americanriverbank.com
2008,AMRB,American River Bankshares,USD,0,0,437.06,563.16,0,10.95,0,63.45,19.42,-2.78,0,0,9.37,5.79,5.79,0,47.43,0,0,0,14,0,14,0,3.33,3.32,0,3.32,15.57,16.39,0.12,1.3,0,-17.65,16.32,0,0,26.35,0,77.45,0,17.23,0,0,4.34,0,499.71,7.57,16.39,12.15,0,0,0,0,16.01,412.36,35.72,35.72,0,63.45,0,0,5.09,1.75,0,5.01,0,4.58,0,0,19.33,0,0.2,0,9.96,0,0,0,0.57,10.07,6021,National Commercial Banks,CA,www.americanriverbank.com
2009,AMRB,American River Bankshares,USD,0,0,469.76,594.42,0,8.87,0,87.35,58.49,43.32,1.41,0,13.62,9.85,9.85,0,71.58,0,0,0,3,0,17,0,2.49,1.66,0,1.66,7.51,8.34,0.12,0.26,0,28.41,16.32,0,0,17.77,0,104.35,0,16.97,0,2.51,9.01,0,507.07,1.59,8.34,1.96,0,0,0,0,15.77,376.32,31.39,31.39,0,87.35,0,0,5.88,1.46,0,0,0,0.37,0,0,23.05,0,0.18,0,9.43,0,0,0,0.29,7.86,6021,National Commercial Banks,CA,www.americanriverbank.com
2010,AMRB,American River Bankshares,USD,0,0,465.12,578.94,0,9.07,0,89.54,34.12,-26.62,1.96,0,10.82,9.88,9.88,0,71.81,0,0,0,0,0,10,0,0,0,0,0,6.04,6.83,0.11,0.05,0,-19.13,16.32,0,0,16.7,0,99.54,0,16.72,0,2.7,-24.61,0,489.4,0.48,6.83,0.23,0,0,0,0,17.73,338.53,27.51,27.51,0,89.54,0,0,6.09,2.36,0,0.19,0,-0.25,0,0,20.68,0,0.17,0,9.87,0,0,0,0,6,6021,National Commercial Banks,CA,www.americanriverbank.com
2011,AMRB,American River Bankshares,USD,0,0,462.29,581.52,0,9.51,0,94.1,25.02,-8.1,4.35,0,6.23,9.89,9.89,0,72.02,0,0,0,4,0,14,0,0,0,0,0,9.01,9.75,0.11,0.25,0,-0.84,16.32,0,0,20.07,0,108.1,0,16.5,0,8.19,-16.08,0,487.42,2.5,9.75,3.77,0,0,0,0,22.08,293.73,26.31,26.31,0,94.1,0,0,6.21,3.35,0,1.25,0,1.27,0,0,16.56,0,0.17,0,10.32,0,0,0,0,4.55,6021,National Commercial Banks,CA,www.americanriverbank.com
2012,AMRB,American River Bankshares,USD,0,0,478.26,596.39,0,10.08,0,93.99,56.21,31.69,3.93,0,3.26,9.33,9.33,0,67.98,0,0,0,2,0,16,0,0,0,0,0,9.75,10.53,0.11,0.34,0,10.78,16.32,0,0,20.81,0,109.99,0,16.32,0,12.41,10.65,0,502.4,3.21,10.53,4.07,0,0,0,0,26.02,252.12,24.07,24.07,0,93.99,0,0,5.93,3.93,0,1.4,0,0.86,0,0,13.54,0,0.18,0,10.28,0,0,0,0,6.91,6021,National Commercial Banks,CA,www.americanriverbank.com
2013,AMRB,American River Bankshares,USD,0,0,483.69,592.75,0,10.25,0,87.02,18.95,-37.51,-0.11,0,1.69,8.49,8.49,0,61.11,0,0,0,0,0,8,0,0,0,0,0,8.08,8.6,0.1,0.34,0,-3.57,16.32,0,0,19.09,0,95.02,0,16.32,0,6.73,-45.44,0,505.73,3.06,8.6,4.32,0,0,0,0,25.91,251.75,20.78,20.78,0,87.02,0,0,5.53,1.68,0,1.58,0,1.26,0,0,12.18,0,0.18,0,10.49,0,0,0,0,9.45,6021,National Commercial Banks,CA,www.americanriverbank.com
2014,AMRB,American River Bankshares,USD,0,0,510.69,617.75,0,11.08,0,89.65,23.45,4.5,6.61,0,0.63,8.09,8.09,0,57.13,0,0,0,0,0,7.5,0,0,0,0,0,10.29,10.73,0.11,0.54,0,17.86,16.32,0,0,21.42,0,97.15,0,16.32,0,4.65,-22.34,0,528.11,4.36,10.73,6.65,0,0,0,0,32.52,258.06,22.04,22.04,0,89.65,0,0,5.38,2.94,0,2.42,0,2.29,0,0,11.32,0,0.18,0,10.69,0,0,0,0,9.42,6021,National Commercial Banks,CA,www.americanriverbank.com
2015,AMRB,American River Bankshares,USD,0,0,530.69,634.64,0,11.72,0,86.08,24.48,1.28,4,0,0.96,7.34,7.34,0,49.55,0,0,0,0,0,7.5,0,0,0,0,0,11.19,11.62,0.1,0.7,0,12.15,16.32,0,0,22.02,0,93.58,0,16.32,0,3.55,-19.65,0,548.57,5.27,11.62,7.94,0,0,0,0,36.52,289.1,22.98,22.98,0,86.08,0,0,5.08,2.27,0,2.5,0,2.67,0,0,11.36,0,0.2,0,10.4,0,0,0,0,10.58,6021,National Commercial Banks,CA,www.americanriverbank.com
2016,AMRB,American River Bankshares,USD,0,0,544.81,651.45,0,12.59,0,83.85,28.59,3.86,4.85,0,-0.43,6.66,6.66,0,42.48,0,0,0,0,0,12,0,0,0,0,0,12.95,13.37,0.1,0.94,0,11.22,16.32,0,0,23.63,0,95.85,0,16.32,0,1.35,-17.22,0,567.6,6.4,13.37,9.8,0,0,0,0,41.37,324.09,23.2,23.2,0,83.85,0,0,5.44,1.32,0,2.79,0,3.39,0,0,9.83,0,0.2,0,10.26,0,0,0,0,15.11,6021,National Commercial Banks,CA,www.americanriverbank.com
2017,AMRB,American River Bankshares,USD,0,0,556.08,655.62,0,12.54,0,76.92,40.21,10.88,2.38,0,1.51,6.13,6.13,0,34.46,0,0,0,0,0,12,0,1.29,1.29,0,1.29,10.2,10.54,0.09,0.5,0,1.69,16.32,0,0,20.5,0,88.92,0,16.32,0,0.96,1.66,0,578.7,3.2,10.54,6.45,0,0,0,0,42.46,308.71,22.01,22.01,0,76.92,0,0,3.78,0.63,0,2.38,0,3.25,0,0,11.47,0,0.2,0,9.96,0,0,0,0.2,15.24,6021,National Commercial Banks,CA,www.americanriverbank.com
1998,CCFH,CCF Holding Company,USD,0,0,154.98,169.86,0,12.99,0,11.63,10.35,0,0,0,7.08,0.9,0.9,0,0.09,0,0,0,0,0,0,0,0,0.53,0,0.53,1.92,2.23,0,0.7,0,0,0,0,0,6.33,0,11.63,0,0,0,0,0,0,158.23,0.62,2.23,0.95,0,0,0,0,4.57,121.83,13.41,13.41,0,11.63,0,0,0,0,0,0,0,0.33,0,0,11.18,0,0,0,4.1,0,0,0,0.64,14.63,6021,National Commercial Banks,GA,www.heritagebank.com
1999,CCFH,CCF Holding Company,USD,0,0,165.53,196.78,0,12.23,0,11.98,11.33,0,0,0,7.84,0.99,0.98,0,0.1,0,0,0,0,0,0,0,0,0.29,0,0.29,2.75,2.98,0.1,1.04,0,0,0,0,0,7.67,0,11.98,0,0,0,0,0,0,184.8,1,2.98,1.53,0,0,0,0,3.45,146.55,15.51,15.51,0,11.98,0,0,0,0,0,0,0,0.53,0,0,12.54,0,0,0,4.7,0,0,0,0.33,14.5,6021,National Commercial Banks,GA,www.heritagebank.com
2000,CCFH,CCF Holding Company,USD,0,0,208.42,228.38,0,13.89,0,13.63,8.55,0,0,0,10.51,0.99,0.98,0,0.1,0,0,0,0,0,0,0,0,0.3,0,0.3,3.57,3.57,0.09,1.35,0,0,0,0,0,8.85,0,13.63,0,0,0,0,0,0,214.75,1.28,3.57,1.95,0,0,0,0,4.95,171.82,19.35,19.35,0,13.63,0,0,0,0,0,0,0,0.67,0,0,15.78,0,0.07,0,5.27,0,0,0,0.24,10.75,6021,National Commercial Banks,GA,www.heritagebank.com
2001,CCFH,CCF Holding Company,USD,0,0,217.25,247.8,0,16.15,0,15.81,12,0,0,0,10.41,0.98,0.98,0,0.1,0,0,0,0,0,0,0,0,0,0,0,3.39,3.39,0.09,1.42,0,0,0,0,0.41,9.56,0,15.81,0,0,0,0,0,0,231.99,1.43,3.39,2.09,0,0,0,0,6.62,185.66,19.97,19.97,0,15.81,0,0,0,0,0,0,0,0.66,0,0,16.58,0,0.08,0,6.17,0,0,0,0.08,21.8,6021,National Commercial Banks,GA,www.heritagebank.com
2002,CCFH,CCF Holding Company,USD,0,0,231.79,261.99,0,12.09,0,17.74,22.7,0,0,0,7.26,1.47,1.47,0,0.15,0,0,0,0,0,4,0,0,0.07,0,0.07,4.58,4.58,0.1,1.26,0,0,0,0,0,10.56,0,21.74,0,0,0,0,0,0,244.25,1.96,4.58,2.87,0,0,0,0,8.59,190.97,17.82,17.82,0,17.74,0,0,0,0,0,0,0,0.91,0,0,13.24,0,0.11,0,5.99,0,0,0,0.05,17.01,6021,National Commercial Banks,GA,www.heritagebank.com
2003,CCFH,CCF Holding Company,USD,0,0,249.64,295.66,0,13.39,0,19.67,15.39,0,0,0,5.51,1.47,1.47,0,0.15,0,0,0,0,0,14,0,0,0.34,0,0.34,5.44,5.44,0.11,1.47,0,0,0,0,0.03,12.31,0,33.67,0,0,0,0,0,0,275.99,2.36,5.44,3.5,0,0,0,0,10.49,228.33,17.82,17.82,0,19.67,0,0,0,0,0,0,0,1.14,0,0,12.38,0,0.12,0,6.88,0,0,0,0.23,22.5,6021,National Commercial Banks,GA,www.heritagebank.com
2004,CCFH,CCF Holding Company,USD,0,0,289.28,340.15,0,9.8,0,21.94,20.57,6.47,0,0,6.44,2.24,2.24,0,0.22,0,0,0,9.64,0,23.77,0,0.4,0.45,0,0.45,6.25,6.25,0.11,1.12,0,43.57,0,0,0,14.18,0,45.7,0,0,0,3.68,-38.92,0,318.21,2.75,6.25,4.04,0,0,0,0,12.56,256.77,20.62,20.62,0,21.94,0.58,0,1.5,0.97,0,1.49,0,1.3,0,0,14.37,0,0.13,0,7.93,0,0,0,0.18,20,6021,National Commercial Banks,GA,www.heritagebank.com
2005,CCFH,CCF Holding Company,USD,0,0,312.26,364.2,0,10.2,0,24.22,15.42,-5.05,0,0,8.08,2.37,2.37,0,0.24,0,0,0,0,0,8.77,0,0.61,0.67,0,0.67,8.06,8.06,0.12,1.37,0,18.67,0,0,0,16.84,0,32.98,0,0,0,2.2,-30.26,0,339.99,3.27,8.06,4.79,0,0,0,0,14.78,279.97,24.92,24.92,0,24.22,0,0,2.25,1.03,0,1.32,0,1.52,0,0,16.87,0,0.13,0,8.78,0,0,0,0.21,17.75,6021,National Commercial Banks,GA,www.heritagebank.com
2006,CCFH,CCF Holding Company,USD,0,0,366.03,425.89,0,8,0,29.05,24.49,9.07,0,0,12.57,3.63,3.63,0,0.36,0,0,0,0,0,8.77,0,0.85,0.95,0,0.95,0,11.04,0.13,1.38,0,57.47,0,0,0,20.71,0,37.81,0,0,0,2.69,-52.54,0,396.84,5.19,11.04,7.84,0,0,0,0,19.17,333.39,33.28,33.28,0,29.05,0.53,0,2.65,0.79,0,3.78,0,2.65,0,0,22.24,0,0.14,0,9.67,0,0,0,0.24,20.4,6021,National Commercial Banks,GA,www.heritagebank.com
2007,CCFH,CCF Holding Company,USD,0,0,346.38,422.78,0,8.94,0,32.1,7.65,-16.84,0,0,15.45,3.59,3.59,0,0.36,0,0,0,2.13,0,8.77,0,1.28,1.35,0,1.35,0,9.67,0.13,1.09,0,-8.14,0,0,0,19.76,0,40.87,0,0,0,5,-12.6,0,390.68,4.11,9.67,6.27,0,0,0,0,22.81,316.89,35.21,35.21,0,32.1,0,0,3.09,0.93,0,2.17,0,2.15,0,0,25.54,0,0.17,0,10.09,0,0,0,0.45,10.5,6021,National Commercial Banks,GA,www.heritagebank.com
1995,BNCC,BNCCorp Inc,USD,0,0,211.05,240.4,0,8.93,0,20.89,14.21,0,0,0,8.71,0,2.34,0,0.02,0,0,0,0,0,4.35,0,0,0,0,0,3.31,3.93,0,0.67,0,0,3.96,0,0,8.31,0,25.24,0,3.96,0,0,0,0,219.51,1.16,3.93,1.8,0,0,0,0,7.3,119.64,17.02,17.02,0,20.89,0,0,0,0,0,0,0,0.64,0,0,13.09,0,0,0,4.38,0,0,0,0,10.13,6021,National Commercial Banks,ND,www.bnccorp.com
1996,BNCC,BNCCorp Inc,USD,0,0,239.77,288.56,0,9.68,0,22.64,13.26,0,0,0,11.85,0,2.34,0,0.02,0,0,0,0,0,10,0,0,0,0,0,4.26,5.24,0,0.79,0,0,3.87,0,0,11.21,0,32.64,0,3.87,0,0.16,0,0,265.92,1.85,5.24,2.99,0,0,0,0,9.06,201.4,23.05,23.05,0,22.64,0,0,0,0,0,0,0,1.15,0,0,17.81,0,0,0,5.97,0,0,0,0,12.5,6021,National Commercial Banks,ND,www.bnccorp.com
1997,BNCC,BNCCorp Inc,USD,0,0,262.82,360.12,0,10.38,0,24.27,15.29,0,0,0,16.53,0,2.34,0,0.02,0,0,0,0,0,43.32,0,0,0,0,0,3.9,5.11,0,0.64,0,0,0,0,0,12.45,0,67.59,0,4.25,0,0,0,0,335.85,1.51,5.11,2.56,0,0,0,0,10.7,232.13,28.98,28.98,0,24.27,0,0,0,0,0,0,0,1.04,0,0,23.87,0,0,0,7.34,0,0,0,0,16.38,6021,National Commercial Banks,ND,www.bnccorp.com
1998,BNCC,BNCCorp Inc,USD,0,0,284.5,396.33,0,10.76,0,25.26,10.28,0,0,0,18.04,2.39,2.35,0,0.02,0,0,0,0,0,64.94,0,0,0,0,0,5.63,7.14,0,0.91,0,0,0,0,0,17.48,0,90.19,0,4.06,0,2.11,0,0,371.08,2.27,7.14,3.56,0,0,0,0,11.79,267.78,35.52,35.52,0,25.26,0,0,0,0,0,0,0,1.29,0,0,28.38,0,0,0,10.34,0,0,0,0,10.75,6021,National Commercial Banks,ND,www.bnccorp.com
1999,BNCC,BNCCorp Inc,USD,0,0,324.71,456.88,0,9.82,0,23.15,21.88,0,0,0,17.71,2.4,2.36,0,0.02,0,0,0,0,0,76.17,0,0,0,0,0,4.01,5.6,0.19,0.1,0,0,0,0,0,17.29,0,99.32,0,0,0,1.21,0,0,433.73,0.24,5.6,-0.93,0,0,0,0,9.66,259.18,35,35,0,23.15,0,0,0,0,0,0,0,-0.4,0,0,29.4,0,0,0,11.69,0,0,0,0,5.88,6021,National Commercial Banks,ND,www.bnccorp.com
2000,BNCC,BNCCorp Inc,USD,0,0,362.46,570.02,0,12.52,0,29.46,15.58,0,0,0,29.32,2.4,2.35,0,0.02,0,0,0,0,0,115.08,0,0,0,0,0,6.67,8.31,0.19,0.96,0,0,0,0,0,20.22,0,144.54,0,0,0,0.08,0,0,540.56,2.3,8.31,3.19,0,0,0,0,15.9,265.34,49.54,49.54,0,29.46,0,0,0,0,0,0,0,0.91,0,0,41.23,0,0.19,0,11.91,0,0,0,0,5.94,6021,National Commercial Banks,ND,www.bnccorp.com
2001,BNCC,BNCCorp Inc,USD,0,0,407.97,585.06,0,13.02,0,30.68,23.97,0,0,0,25.24,2.4,2.36,0,0.02,0,0,0,0,0,139.89,0,0,0,0,0,8.81,10.65,0.23,0.51,0,0,0,0,0,22.93,0,170.57,0,0,0,0.07,0,0,554.38,1.25,10.65,3.48,0,0,0,0,17.08,316.47,48.18,48.18,0,30.68,0,0,0,0,0,0,0,0.61,0,0,37.52,0,0.21,0,12.28,0,0,0,0,7.28,6021,National Commercial Banks,ND,www.bnccorp.com
2002,BNCC,BNCCorp Inc,USD,0,0,398.25,602.23,0,13.97,0,37.72,17.14,0,0,0,18.11,2.74,2.7,0,0.03,0,0,0,0,0,113.09,0,0,0,0.08,0.08,9.7,12.07,0.29,0.75,0,0,12.21,0.05,0.97,29.03,0,150.81,0,21.09,0,0.01,0,0,564.51,2.04,12.07,4.68,0,0,0,0,20.1,330.79,47.14,47.14,0,37.72,0,0,0,0,0,0,0,0.82,0,0,35.07,0,0.26,0,16.96,0,0,0,0,7,6021,National Commercial Banks,ND,www.bnccorp.com
2003,BNCC,BNCCorp Inc,USD,0,0,395.94,621.48,0,14.85,0,40.19,12.52,0,0,0,16.74,2.75,2.71,0,0.03,0,0,0,0,0,128.24,0,0,0,0.12,0.12,11.41,13.93,0.3,1.35,0,0,15.09,0,0,32.72,0,168.42,0,23.46,0,0,0,0,581.29,3.84,13.93,5.43,0,0,0,0,22.1,278.79,49.46,49.46,0,40.19,0,0,0,0,0,0,0,1.58,0,0,35.53,0,0.34,0,18.78,0,0,0,0,18.18,6021,National Commercial Banks,ND,www.bnccorp.com
2004,BNCC,BNCCorp Inc,USD,0,0,455.34,673.71,0,15.2,0,43.85,11.88,-0.64,0,0,14.28,2.93,2.89,0,0.03,0,0,0,383.5,0,114.79,0,0.09,0,0.09,0.09,11.51,14.43,0.34,1.14,0,48.32,21.78,0,0,38.79,0,158.63,0,29.85,0,60.2,0.39,0,629.86,3.4,14.43,4.55,0,0,0,0,24.5,290.48,53.06,53.06,0,43.85,0.15,0,1.96,2.39,0,0.59,0,1.14,0,0,38.64,0,0.37,0,24.36,0,0,0,0,16.6,6021,National Commercial Banks,ND,www.bnccorp.com
2005,BNCC,BNCCorp Inc,USD,0,0,548.79,740.02,0,14.97,0,51.61,28.82,16.94,0,0,19.97,3.49,3.45,0,0.04,0,0,0,260,0,88.7,0,0.03,0,0.03,0.03,14.03,16.79,0.32,1.34,0,65.23,21.84,0,0,42.18,0,140.31,0,28.74,0,101.6,-97.61,0,688.4,4.1,16.79,5.48,0,0,0,0,27.03,307.18,62.15,62.15,0,51.61,0.01,0,2.91,2.61,0,0.47,0,1.38,0,0,45.36,0,0.47,0,25.39,0,0,0,0,12.75,6021,National Commercial Banks,ND,www.bnccorp.com
2006,BNCC,BNCCorp Inc,USD,0,0,529.25,692.28,0,15.66,0,55.6,42.22,-10.61,0,0,23.82,3.6,3.55,0,0.04,0,0,0,0,0,86.08,0,0,0,0,0,13.45,16.22,0.32,1.03,0,-53.95,22.74,0,0,42.38,0,141.68,0,29.85,0,57.79,36.82,0,636.67,3.62,16.22,4.79,0,0,0,0,30.21,330.56,66.2,66.2,0,55.6,0.07,0,3.29,3.07,0,0.77,0,1.17,0,0,49.98,0,0.55,0,26.16,0,0,0,0,12.94,6021,National Commercial Banks,ND,www.bnccorp.com
2007,BNCC,BNCCorp Inc,USD,0,0,541.87,699.59,0,17.88,0,59.73,14.86,-3.36,0,0,25.74,3.49,3.34,0,0.04,0,0,0,15,0,23.08,0,0,0,0,0,3.58,5.34,0.18,0.57,0,4.59,0.41,0,0,22.35,0,82.81,0,0.41,0,24.36,-11.99,0,639.86,1.98,5.34,-5.8,0,0,0,0,35.76,490.96,48.09,48.09,0,59.73,0.84,0,3.1,1.78,0,3.37,0,-2.73,0,0,42.76,0,0.38,0,17.01,0,0,0,0,12.99,6021,National Commercial Banks,ND,www.bnccorp.com
2008,BNCC,BNCCorp Inc,USD,0,0,675.32,861.5,0,18.34,0,53.95,10.57,-4.29,0,0,26.97,3.3,2.94,0,0.03,0,0,0,3436.63,0,45.03,0,0,0,0,0,11.27,12.64,0,0.67,0,165.43,0,0,0,29.46,0,98.97,0,0,0,52.18,-160.61,0,807.55,2.22,12.64,2.96,0,0,0,0,32.31,534,56.42,56.42,0,53.95,4.6,0,7.38,1.76,0,2.23,0,0.74,0,0,43.78,0,0,0,16.81,0,0,0,0,7.5,6021,National Commercial Banks,ND,www.bnccorp.com
2009,BNCC,BNCCorp Inc,USD,0,0,755.96,868.08,0,12.36,0,36.98,35.36,24.79,-15.93,0,41.9,3.29,2.93,0,0.03,0,0,0,1017.8,0,37.89,0,0.82,0,1.25,1.25,-0.28,1.19,0.32,-6.14,0,23.76,0,0,0,18.7,0,95.16,0,0,0,31.38,3.75,0,810.82,-18.78,1.19,-20.4,0,0,0,0,15.13,537.6,60.6,60.6,0,57.27,0.01,0,2.74,2.74,0,2.5,0,-1.63,0,0,59.42,0,0.37,0,17.52,0,0,0,0,1.95,6021,National Commercial Banks,ND,www.bnccorp.com
2010,BNCC,BNCCorp Inc,USD,0,0,661.11,747.07,0,5.73,0,16.84,112.85,77.49,-18.96,0,15.99,3.3,2.94,0,0.03,0,0,0,5,0,24.13,0,0,0,1.33,1.33,21.2,22.53,0,-7.13,0,-103.71,0,0,0,41.5,0,61.46,0,0,0,115.09,166.45,0,709.75,-22.07,22.53,-21.99,0,0,0,0,-5.17,340.62,57.48,57.48,0,37.32,0.11,0,3.75,3.71,0,-6.17,0,0.07,0,0,34.95,0,0.43,0,18.97,0,0,0,0,1.41,6021,National Commercial Banks,ND,www.bnccorp.com
